"Air_temperature_base","Soil_temperature_base","VPD_base","SWC_base","Precipation_base","SOC_0_base","SOC_10_base","SOC_30_base","LAI_base","BS_base","PV_base","NPV_base","CI_base"
-11.816605945,-7.73404925,-1.695720281,1.603104835,-1.702835648,0.3817294812,0.09173553835,-0.7341836365,-7.346868325,1.176420822,-3.503792655,4.730997465,-2.08236066165
-4.17432653,8.50544355,1.1078772645,1.942522218,-1.882811752,1.440356956,1.16449574275,-0.9713795755,-8.00128359,-1.04314435483,5.464999065,6.6302291735,-0.3325244675
8.938821035,6.9746319,-3.921919458,3.8294329925,-1.0192290158,2.1308293495,1.88015057375,-0.7212143445,26.30653165,-4.12472709,9.628312195,3.812430877,10.262623725
14.3553459,6.03371371,0.6264223167,3.444297275,0.06689430565,2.30193325,2.1060844,-0.7224265755,13.96926655,0.28738486,7.79199782,-0.557871923,8.487409055
21.4434424,9.68982047,1.219907681,3.059562005,0.1740507485,2.131730355,1.7458164255,-0.885212764,6.178604065,0.49780734025,1.978433418,2.338837425,-6.10757266
10.25295892,10.515024795,-0.9868755165,2.30997548,-1.3595301315,2.631966557,1.773097644,-1.08210373,-4.6290623335,-4.36531159,0.91513191535,1.556327501,-0.075380503
-2.215235625,8.870631265,-4.77513273,1.669219897,-1.3499188131,2.83646367,1.8060510775,-1.0682408285,-11.70188215,-2.169359395,-2.193183656,0.2639117488,0.0511794985500001
-20.43964155,-11.386031495,-3.27144196,1.684668952,-0.3149502234,0.2056702719,0.010752776,-0.565548276,4.74046122,-1.459125069,-2.7967907,0.7383937525,-5.95022164
-22.8954,-15.52638605,-3.103008125,1.422590017,-0.1265552097,0.38105804715,0.1373282267,-0.4337395965,1.2719455305,-0.96833679815,-4.00095532,-1.8150593945,-11.130774325
-19.462072,-14.111227925,-2.89510627,1.5177814875,0.3471406295,0.50516454675,0.2055269646,-0.4627298595,-2.794841133,0.4275007178,-4.510290875,-1.04005659895,-9.990414165
-18.65389685,-12.633972925,-2.50189921,1.43349175,1.734628269,0.8743493025,0.57761552172,-0.398943524,-10.05984674,-0.96812109115,-5.417797635,-2.81650485,-9.34385069
-15.011973775,-8.15204326,-2.088326965,1.309206313,-0.783549559,1.0384185415,0.5944451956,-0.410728334,-10.706193585,0.302876418,-5.112954945,-0.96709890181,-2.755372558
-11.32050213,7.02710116,-2.196804079,3.3688099525,-0.7470595964,0.8393207375,0.542987852195,-0.883257372,-1.9456440475,1.525000959,2.4174266305,10.0993016,-2.915768627
-0.9220979545,10.423440245,2.42191586,4.665560585,1.136510405,2.1104026695,1.53764329485,-0.6145407615,11.87706323,0.55470167135,6.44615509,11.80858618,1.0102691125
19.10721975,10.62324576,1.596984863,-2.0831562295,1.3495144585,3.562542575,2.85699755,-0.5862391254,13.408869875,-2.54375732,8.514535395,10.412121405,11.57306613
21.2140457,11.338513305,3.5007740125,-1.2946486005,-0.7603695585,3.299017188,2.718385565,-0.6518025,16.584404075,0.06671871335,12.973621675,7.976688545,8.54994355
10.295998155,5.035263517,2.210448415,-3.150299999,-1.980605132,2.162953647,1.6570330875,-0.85032253,5.2004895718,-1.5486861065,7.99209771,1.78017631285,-9.26641353
9.388229665,5.48709082,0.6874757245,-3.771303255,-1.9837970667,3.389555755,2.25007108,-1.2229130975,-13.08517,-5.582286855,4.713383295,-0.374295076805,-0.6016888065
-2.3743422284,6.4196795,-4.514627055,-2.209032503,-1.5436487134,2.223865159,1.561536894,-1.092486494,-10.416400925,-3.228902855,-0.73287800075,0.61114939895,-0.7832277885
-17.22278295,-10.37539891,-3.321847545,1.5075394625,-1.543552219,-0.0666216061,-0.3223947321,-0.8612015295,-5.9757164,-1.2065571265,0.89402988,4.34231629,-4.474601875
-18.8644805,-13.329387125,-2.64670809,1.4339027255,-1.46375736,0.6675013612,0.41730959775,-0.4405719455,-11.024000075,-1.043757932,-3.88815949,-2.383001225,-9.36442719
-20.9306066,-15.544540925,-2.96396106,1.155783797,-1.551916018,0.7900551075,0.4437780546,-0.437238621,-5.732968295,-1.520001025,-4.037667035,-2.116587335,-9.952349505
-18.78532995,-14.126395225,-2.645803295,1.063272078,0.6008459085,0.9747346797,0.7156432705,-0.35132731,-11.362182075,0.242379392125,-5.97887496,-2.60130323,-9.47405741
-16.6573794,-12.02426191,-2.63272471,1.328351708,0.2410664602,0.9694547305,0.4429568625,-0.4049608785,-11.017871525,-1.333117632,-6.314577015,-3.62169476,-3.169053271
-14.189370025,-8.276031815,-2.532919175,1.5875204675,-1.246152165,0.7106611498,0.3799293095,-0.599681091,-7.315953645,-1.66507109,-4.06724388,-0.87356779,-0.739300356
-1.3813544285,6.71685078,-3.78663276,1.58611550765,0.7164761362,1.1883788797,1.1924124615,-1.183964045,-8.267469795,-3.481247653,6.571714815,3.27499675,-1.081076322
15.94065265,8.04537025,3.666699615,4.57599588,1.9340020129,2.810172652,2.17730956,-0.6153698195,17.09265495,-3.4287054885,8.326939055,5.49633178,9.98879532
33.95526535,13.362474885,-0.8949277142,4.3545696175,-2.60690317085,4.679070835,3.506546505,-0.741312196,16.17236225,-1.153405495955,7.9687348285,-1.712362192,7.33878603
10.845035315,7.46997748,-4.12533531,2.3955054125,-1.7855896367,1.42820195,1.15757757,-0.8951853565,6.285703806,-0.8160542115,2.1483565387,1.6592589295,-6.705694355
14.940483575,6.064474055,1.9547531615,2.611492722,-1.50700074485,3.66695753,2.415173155,-1.318005552,-19.96588985,-6.482824295,3.812421271,-0.53617369,-1.191298993
1.902858433,7.34655407,-4.522462575,2.585530155,-1.0158866567,2.329379083,1.6357075775,-1.096364941,-14.28702945,-4.61155265,-0.884197511,1.13421506435,-0.56872822875
-17.192172,-9.35223329,-3.745375295,0.40432067236,-1.2992676735,-0.741680022412,-0.6177610229,-0.896321492,6.456215015,-1.4213197555,0.7853369485,3.700748925,-7.22418693
-21.3827638,-13.097357365,-3.38734131,0.413424014,-0.2998683496,0.3630267431,0.142287999685,-0.478516032,6.76323299,-1.518464752,-4.144602515,-1.3411501775,-11.813793265
-16.437333475,-10.639276815,-2.964979645,0.411601258,0.11971177789,0.675470458485,0.4334635742,-0.5807163295,-5.891109145,-1.3820044015,-2.44579625,0.458016842425,-8.90244297
-16.76381025,-10.910789575,-2.75656738,0.2728468215,0.28825696,1.0095481763,0.660036816,-0.511682215,-9.5466371,-0.670015634,-3.233392,-1.607051395,-9.069455975
