RECO,RECO_base_01,RECO_causal_01,RECO_base_02,RECO_causal_02,RECO_base_03,RECO_causal_03,RECO_base_04,RECO_causal_04,RECO_base_05,RECO_causal_05,RECO_base_06,RECO_causal_06,RECO_base_07,RECO_causal_07,RECO_base_08,RECO_causal_08,RECO_base_09,RECO_causal_09,RECO_base_10,RECO_causal_10,RECO_base_11,RECO_causal_11,RECO_base_12,RECO_causal_12,RECO_base_13,RECO_causal_13,RECO_base_14,RECO_causal_14,RECO_base_15,RECO_causal_15,RECO_base_16,RECO_causal_16,RECO_base_17,RECO_causal_17,RECO_base_18,RECO_causal_18,RECO_base_19,RECO_causal_19,RECO_base_20,RECO_causal_20
23.594255,18.085907,21.180525,18.790367,18.357224,23.388996,23.023975,17.050531,23.56776,26.660095,26.227388,29.124863,26.591484,22.40103,23.902206,29.645836,29.706879,22.453476,23.628834,20.442728,22.241339,28.739,28.06928,30.974537,36.17563,23.448544,26.489456,26.064793,28.147783,23.985868,23.651981,31.384298,33.8761,28.479923,31.790165,27.046406,26.918886,17.162941,17.281498,29.388323,31.082743
23.4546,17.475046,16.851088,25.72704,20.400936,31.625137,28.11402,38.813988,37.75994,30.089273,32.30448,26.33979,25.064394,27.654535,29.82167,27.593468,22.889853,26.48486,25.821836,28.37359,33.073353,28.178473,24.60362,20.868147,20.706278,24.614668,26.40934,29.218483,24.252064,25.794382,23.402342,43.48184,38.189693,30.785103,26.46634,25.3399,24.120775,22.584023,15.537267,26.395073,27.517063
60.28446,56.378296,67.19489,77.78367,67.77704,78.63048,56.7148,57.408264,49.893795,81.418755,78.5623,68.21103,64.41965,58.00339,53.495415,63.798508,63.112423,53.36726,55.06631,55.550606,58.56202,57.82405,55.72552,53.278187,52.443855,47.257626,50.356678,57.83153,59.47354,58.925243,63.95392,85.89636,71.33152,64.35203,54.89768,62.481613,66.8434,80.57671,65.66171,58.559204,50.765484
100.4949,107.270546,111.13197,123.134026,130.01303,105.41317,105.467186,103.31027,89.64824,125.550896,120.33057,129.72073,123.74361,85.85803,86.39849,94.85714,74.50384,117.535095,106.91346,86.51434,73.16248,93.79911,95.16793,124.06655,119.32439,106.95645,124.67048,105.35125,99.513016,103.577156,97.04838,113.2253,108.12677,106.52708,107.55756,121.692795,108.63621,97.27665,95.55098,127.02028,94.90612
