RECO,RECO_base_01,RECO_causal_01,RECO_base_02,RECO_causal_02,RECO_base_03,RECO_causal_03,RECO_base_04,RECO_causal_04,RECO_base_05,RECO_causal_05,RECO_base_06,RECO_causal_06,RECO_base_07,RECO_causal_07,RECO_base_08,RECO_causal_08,RECO_base_09,RECO_causal_09,RECO_base_10,RECO_causal_10,RECO_base_11,RECO_causal_11,RECO_base_12,RECO_causal_12,RECO_base_13,RECO_causal_13,RECO_base_14,RECO_causal_14,RECO_base_15,RECO_causal_15,RECO_base_16,RECO_causal_16,RECO_base_17,RECO_causal_17,RECO_base_18,RECO_causal_18,RECO_base_19,RECO_causal_19,RECO_base_20,RECO_causal_20
123.22772,169.11754,169.8263,173.80435,168.51602,181.86617,157.44092,174.23785,205.20752,121.41113,96.710495,168.50131,181.32637,193.03171,164.82758,213.49304,175.75417,162.08675,141.36853,149.45383,137.77686,199.01706,191.7906,158.91617,125.152565,200.33557,194.47102,191.09776,159.51167,154.71304,134.91919,215.56161,176.87906,200.17474,189.05603,213.9126,183.69606,176.96593,177.54533,177.18375,177.49246
115.14826,185.5261,191.76962,197.29955,186.64667,168.30049,156.15224,204.56471,221.85826,127.62431,102.315475,171.00726,176.54182,197.55405,175.36954,195.2491,182.43448,189.14638,159.4315,157.5294,140.664,213.76773,202.43253,174.10947,149.09755,195.72269,202.36613,192.05229,160.46925,176.28928,143.45816,234.09079,224.96161,223.68825,215.65881,194.27138,184.71994,183.2531,189.56787,176.47551,184.81718
125.4714,189.38522,199.2158,192.91878,186.61292,193.19511,159.29745,203.34517,219.68062,129.93304,103.302185,174.2119,181.7488,196.4067,166.95232,205.33504,178.34459,186.22803,163.65205,155.991,138.18303,209.53485,200.46567,169.94487,151.40111,198.1582,201.00047,191.36766,164.45573,173.96896,141.82265,238.45131,217.03069,235.55057,227.29297,214.98734,184.53238,184.82823,199.60744,179.46483,189.86328
109.87144,182.1731,193.52934,169.74828,177.44604,164.47461,146.26704,209.99117,223.24916,129.44183,106.250404,176.87135,195.305,200.0961,184.83499,231.19849,199.47046,183.23868,157.20694,154.03381,142.60796,197.68861,195.41708,161.93025,141.9026,189.07547,190.96405,188.9998,165.54974,170.16798,140.67659,231.18831,222.64386,227.46521,231.6468,187.86137,188.57585,171.15594,188.04567,155.65308,180.78671
107.8539,190.30888,196.26805,180.1532,163.74286,178.92674,157.54529,178.2695,197.75888,141.11467,114.78183,171.92746,176.08847,191.1674,167.84483,191.843,170.57108,198.27899,164.90079,152.2286,143.45335,186.64818,191.64488,179.79312,160.7919,189.06223,184.98546,203.17442,152.49821,178.7715,151.65823,216.26245,211.40215,194.35019,192.47113,224.39272,201.89012,178.01546,197.93759,170.35727,179.04784
124.47678,188.1108,194.28233,183.88875,165.32057,163.30327,153.19026,163.4094,176.1754,134.18286,115.0014,158.74112,143.56699,196.90715,177.67598,183.8517,169.58691,195.57477,162.01122,154.18958,146.00085,191.73035,186.90746,165.956,139.07388,159.48763,172.09364,196.77226,149.6496,175.1348,147.67444,216.05014,215.25598,206.77629,196.67033,175.36613,193.24397,166.92873,185.9605,168.51982,173.53352
107.5836,163.0676,159.98949,136.31636,139.40836,188.6418,163.44286,156.76823,187.39734,127.537415,96.30301,170.19016,197.68729,174.44029,144.63992,177.14922,149.75847,169.05206,139.29424,140.63507,126.7007,178.23985,188.96529,147.52046,123.50006,188.7756,187.75429,147.59044,110.68927,155.6257,131.29843,208.31734,158.22742,190.00604,183.3734,197.95448,157.7488,161.75479,173.5438,153.49074,179.9283
91.4624,144.4243,132.51048,131.62193,132.10066,168.33275,154.1321,120.62562,136.943,117.624565,99.93958,141.94948,139.07768,122.09071,107.20689,149.97609,124.7642,142.41116,126.459915,140.1997,136.09738,160.27843,175.288,139.42305,105.394714,127.51385,142.93697,146.82553,111.31705,157.12817,110.436516,142.86182,133.13397,174.65398,158.24649,178.31299,132.50882,155.31319,162.58667,140.47757,161.34473
97.95845,164.70692,166.64465,143.88977,130.07495,185.52028,164.68115,151.30717,180.73831,140.54202,110.52461,190.70386,170.15735,194.09256,166.51942,201.16167,149.4432,185.96452,150.83516,161.0697,136.6254,177.26198,182.82054,140.97159,109.37199,177.43738,167.15791,167.03395,110.29615,163.61542,140.51878,195.23361,166.05579,188.16536,162.4877,190.21521,156.65082,167.69586,156.83142,180.26945,167.89786
84.10261,162.90501,165.26332,179.668,157.75764,157.00986,152.93394,145.58513,160.4095,115.69649,102.990036,156.89835,144.14787,177.50537,169.24626,174.64084,160.88965,171.02335,135.10088,150.6248,141.1388,174.50359,171.30576,147.41501,109.96906,152.2974,166.7386,173.9228,150.0187,154.85262,132.61055,212.81383,185.94632,189.09862,179.62434,175.27222,178.62538,165.99303,158.61372,165.29886,168.83705
